dev,cosine_similarity
matthiasgeiger,0.06
Siedlerchr,0.05
stefan-kolb,0.05
koppor,0.04
tobiasdiez,0.04
calixtus,0.03
davidemdot,0.03
PointOfNilReturn,0
dependabot[bot],0
deisi,0
