dev,cosine_similarity
matthiasgeiger,0.28
stefan-kolb,0.26
Siedlerchr,0.24
calixtus,0.22
tobiasdiez,0.22
koppor,0.21
steffinstanly,0.2
davidemdot,0.19
dimmonn,0.15
taerim25,0.15
