dev,cosine_similarity
steffinstanly,0.58
MisterM13,0.41
illes,0.33
ms111ds,0.32
sfo,0.31
martinacat,0.31
dimmonn,0.28
taerim25,0.28
Julien29121998,0.27
ageofadz,0.21
