dev,cosine_similarity
mlep,0.2
stefan-kolb,0.06
koppor,0.05
tobiasdiez,0.04
matthiasgeiger,0.03
Siedlerchr,0.02
PointOfNilReturn,0
dependabot[bot],0
deisi,0
parammittal16,0
