dev,cosine_similarity
ffffatgoose,0.18
Ka0o0,0.11
b0n541,0.08
mlep,0.08
koppor,0.07
stefan-kolb,0.06
rodps,0.06
tobiasdiez,0.05
calixtus,0.04
Siedlerchr,0.03
