dev,cosine_similarity
calixtus,0.1
Siedlerchr,0.07
davidemdot,0.07
tobiasdiez,0.06
stefan-kolb,0.05
koppor,0.05
matthiasgeiger,0.04
PointOfNilReturn,0
dependabot[bot],0
deisi,0
