dev,cosine_similarity
steffinstanly,0.51
MisterM13,0.36
carlg0ransson,0.35
dawidowoc,0.29
illes,0.29
mmihuu,0.29
sfo,0.28
Ka0o0,0.28
ms111ds,0.28
martinacat,0.28
