dev,cosine_similarity
stefan-kolb,0.26
matthiasgeiger,0.23
tobiasdiez,0.22
koppor,0.2
Ka0o0,0.2
steffinstanly,0.18
Siedlerchr,0.17
illes,0.16
calixtus,0.13
rodps,0.13
