dev,cosine_similarity
dawidowoc,0.33
Siedlerchr,0.25
calixtus,0.22
Ka0o0,0.19
omer-rotem1,0.18
tobiasdiez,0.17
koppor,0.16
matthiasgeiger,0.15
davidemdot,0.15
stefan-kolb,0.14
