dev,cosine_similarity
stefan-kolb,0.09
tobiasdiez,0.08
Siedlerchr,0.07
koppor,0.07
davidemdot,0.07
matthiasgeiger,0.06
PointOfNilReturn,0
dependabot[bot],0
deisi,0
parammittal16,0
