dev,cosine_similarity
calixtus,0.05
Siedlerchr,0.04
tobiasdiez,0.04
koppor,0.03
stefan-kolb,0.02
matthiasgeiger,0.02
davidemdot,0.02
PointOfNilReturn,0
dependabot[bot],0
deisi,0
