dev,cosine_similarity
calixtus,0.19
matthiasgeiger,0.09
Siedlerchr,0.08
stefan-kolb,0.08
koppor,0.07
tobiasdiez,0.07
davidemdot,0.07
PointOfNilReturn,0
dependabot[bot],0
deisi,0
