dev,cosine_similarity
Siedlerchr,0.16
b0n541,0.15
tobiasdiez,0.14
koppor,0.13
Ka0o0,0.12
davidemdot,0.12
stefan-kolb,0.09
ageofadz,0.09
steffinstanly,0.08
dimmonn,0.08
