dev,cosine_similarity
matthiasgeiger,0.24
stefan-kolb,0.22
tobiasdiez,0.22
steffinstanly,0.21
calixtus,0.21
koppor,0.21
davidemdot,0.21
Siedlerchr,0.2
burrbull,0.16
Ka0o0,0.15
