dev,cosine_similarity
steffinstanly,0.57
MisterM13,0.4
illes,0.32
sfo,0.31
ms111ds,0.31
martinacat,0.31
dimmonn,0.27
taerim25,0.27
Julien29121998,0.27
ageofadz,0.2
