dev,cosine_similarity
Ka0o0,0.17
Siedlerchr,0.06
tobiasdiez,0.06
stefan-kolb,0.04
koppor,0.04
matthiasgeiger,0.04
davidemdot,0.04
PointOfNilReturn,0
dependabot[bot],0
deisi,0
