dev,cosine_similarity
ageofadz,0.24
calixtus,0.15
b0n541,0.14
Siedlerchr,0.06
davidemdot,0.06
matthiasgeiger,0.05
tobiasdiez,0.05
koppor,0.04
stefan-kolb,0.03
PointOfNilReturn,0
