dev,cosine_similarity
PointOfNilReturn,1.08
josephshin93,1.08
bharatr21,1.06
b0n541,0.13
Siedlerchr,0.03
stefan-kolb,0.03
koppor,0.03
matthiasgeiger,0.03
tobiasdiez,0.03
dependabot[bot],0
