dev,cosine_similarity
MisterM13,0.48
steffinstanly,0.34
Ka0o0,0.25
b0n541,0.2
sfo,0.19
ms111ds,0.19
illes,0.19
martinacat,0.19
dimmonn,0.17
taerim25,0.16
