dev,cosine_similarity
matthiasgeiger,0.17
stefan-kolb,0.15
koppor,0.14
Siedlerchr,0.13
tobiasdiez,0.12
steffinstanly,0.1
dimmonn,0.09
vpbhargav,0.09
victorjof,0.09
VMichelan,0.08
