dev,cosine_similarity
calixtus,0.29
MisterM13,0.22
b0n541,0.19
Siedlerchr,0.18
siordache,0.18
steffinstanly,0.16
tobiasdiez,0.16
vpbhargav,0.16
dimmonn,0.15
matthiasgeiger,0.15
