dev,cosine_similarity
matthiasgeiger,0.57
stefan-kolb,0.53
tobiasdiez,0.53
koppor,0.51
Siedlerchr,0.44
davidemdot,0.3
calixtus,0.16
mlep,0.16
Ka0o0,0.13
b0n541,0.11
