dev,cosine_similarity
steffinstanly,0.37
MisterM13,0.26
deisi,0.22
ms111ds,0.21
illes,0.21
sfo,0.2
martinacat,0.2
dimmonn,0.18
taerim25,0.18
Julien29121998,0.18
