dev,cosine_similarity
burrbull,0.53
cmoralesmx,0.53
mlep,0.13
stefan-kolb,0.06
matthiasgeiger,0.06
Siedlerchr,0.05
calixtus,0.05
koppor,0.05
tobiasdiez,0.05
davidemdot,0.04
