dev,cosine_similarity
illes,0.17
taerim25,0.14
koppor,0.08
matthiasgeiger,0.08
Siedlerchr,0.07
tobiasdiez,0.07
stefan-kolb,0.06
davidemdot,0.06
calixtus,0.04
PointOfNilReturn,0
