dev,cosine_similarity
stefan-kolb,0.81
tobiasdiez,0.79
matthiasgeiger,0.78
koppor,0.76
Siedlerchr,0.59
davidemdot,0.34
calixtus,0.16
Ka0o0,0.14
mlep,0.11
dependabot[bot],0.1
