dev,cosine_similarity
mlep,0.41
matthiasgeiger,0.26
steffinstanly,0.21
Siedlerchr,0.21
stefan-kolb,0.21
koppor,0.19
tobiasdiez,0.19
calixtus,0.18
burrbull,0.17
MisterM13,0.15
