dev,cosine_similarity
steffinstanly,0.48
MisterM13,0.34
Ka0o0,0.31
ms111ds,0.27
illes,0.27
carlg0ransson,0.26
sfo,0.26
martinacat,0.26
dawidowoc,0.25
mmihuu,0.24
