dev,cosine_similarity
calixtus,0.25
steffinstanly,0.24
burrbull,0.22
Siedlerchr,0.2
matthiasgeiger,0.2
davidemdot,0.19
stefan-kolb,0.18
MisterM13,0.17
koppor,0.16
tobiasdiez,0.16
