dev,cosine_similarity
mlep,0.14
stefan-kolb,0.05
koppor,0.04
matthiasgeiger,0.04
tobiasdiez,0.02
PointOfNilReturn,0
dependabot[bot],0
deisi,0
parammittal16,0
steffinstanly,0
