dev,cosine_similarity
sfo,0.64
steffinstanly,0.59
CyraxSector,0.43
MisterM13,0.42
ms111ds,0.33
illes,0.33
martinacat,0.32
dimmonn,0.28
taerim25,0.28
Julien29121998,0.28
