dev,cosine_similarity
mmihuu,0.23
calixtus,0.07
Siedlerchr,0.04
tobiasdiez,0.03
davidemdot,0.03
koppor,0.02
PointOfNilReturn,0
dependabot[bot],0
deisi,0
parammittal16,0
