dev,cosine_similarity
vpbhargav,1.09
michel-kraemer,0.74
dependabot-preview[bot],0.6
siordache,0.59
UltimaBGD,0.58
dimmonn,0.53
dependabot[bot],0.49
LyzardKing,0.22
b0n541,0.16
calixtus,0.09
