dev,cosine_similarity
steffinstanly,0.48
MisterM13,0.34
illes,0.27
sfo,0.26
ms111ds,0.26
martinacat,0.26
dimmonn,0.23
taerim25,0.23
Julien29121998,0.23
ageofadz,0.17
