dev,cosine_similarity
znuznu,0.46
taerim25,0.2
Ka0o0,0.16
dependabot-preview[bot],0.11
Siedlerchr,0.08
davidemdot,0.07
koppor,0.06
tobiasdiez,0.06
stefan-kolb,0.05
matthiasgeiger,0.04
