dev,cosine_similarity
Siedlerchr,0.52
tobiasdiez,0.46
koppor,0.38
davidemdot,0.33
stefan-kolb,0.31
matthiasgeiger,0.31
calixtus,0.22
Ka0o0,0.17
b0n541,0.13
ageofadz,0.11
