dev,cosine_similarity
Ka0o0,0.26
b0n541,0.22
ffffatgoose,0.14
matthiasgeiger,0.13
ageofadz,0.13
calixtus,0.12
stefan-kolb,0.11
rodps,0.1
tobiasdiez,0.1
Siedlerchr,0.09
