dev,cosine_similarity
tobiasdiez,0.48
matthiasgeiger,0.46
stefan-kolb,0.44
koppor,0.44
Siedlerchr,0.4
davidemdot,0.3
calixtus,0.17
dependabot[bot],0.11
Ka0o0,0.09
burrbull,0.07
