dev,cosine_similarity
mlep,0.17
stefan-kolb,0.11
koppor,0.1
matthiasgeiger,0.1
ffffatgoose,0.1
ageofadz,0.09
tobiasdiez,0.09
davidemdot,0.09
rodps,0.07
b0n541,0.07
