dev,cosine_similarity
ageofadz,0.16
matthiasgeiger,0.1
calixtus,0.09
stefan-kolb,0.08
mlep,0.08
koppor,0.07
tobiasdiez,0.07
rodps,0.06
Siedlerchr,0.05
b0n541,0.05
