dev,cosine_similarity
carlg0ransson,0.5
dawidowoc,0.22
mmihuu,0.22
Ka0o0,0.18
calixtus,0.13
rodps,0.13
b0n541,0.11
davidemdot,0.08
matthiasgeiger,0.07
Siedlerchr,0.06
