dev,cosine_similarity
Siedlerchr,0.17
tobiasdiez,0.17
koppor,0.16
steffinstanly,0.14
stefan-kolb,0.13
dimmonn,0.12
matthiasgeiger,0.11
dawidowoc,0.11
vpbhargav,0.11
MisterM13,0.1
