dev,cosine_similarity
mlep,0.39
matthiasgeiger,0.25
Siedlerchr,0.21
stefan-kolb,0.21
steffinstanly,0.2
koppor,0.2
sfo,0.19
tobiasdiez,0.19
calixtus,0.17
burrbull,0.16
