dev,cosine_similarity
matthiasgeiger,0.03
tobiasdiez,0.03
davidemdot,0.03
Siedlerchr,0.02
stefan-kolb,0.02
koppor,0.02
PointOfNilReturn,0
dependabot[bot],0
deisi,0
parammittal16,0
