dev,cosine_similarity
tobiasdiez,0.48
Siedlerchr,0.46
koppor,0.42
stefan-kolb,0.41
matthiasgeiger,0.38
davidemdot,0.32
calixtus,0.21
mlep,0.15
Ka0o0,0.14
b0n541,0.14
