dev,cosine_similarity
steffinstanly,0.51
MisterM13,0.36
ageofadz,0.36
illes,0.29
sfo,0.28
ms111ds,0.28
martinacat,0.28
dimmonn,0.25
taerim25,0.24
Julien29121998,0.24
