dev,cosine_similarity
steffinstanly,0.59
MisterM13,0.42
Ka0o0,0.41
ms111ds,0.33
illes,0.33
sfo,0.32
martinacat,0.32
dimmonn,0.28
taerim25,0.28
b0n541,0.28
