dev,cosine_similarity
matthiasgeiger,0.54
tobiasdiez,0.48
stefan-kolb,0.47
koppor,0.44
Siedlerchr,0.39
davidemdot,0.26
calixtus,0.16
mlep,0.16
Ka0o0,0.15
b0n541,0.1
