dev,cosine_similarity
ageofadz,0.19
rodps,0.07
b0n541,0.06
Siedlerchr,0.05
calixtus,0.05
stefan-kolb,0.04
koppor,0.04
matthiasgeiger,0.04
tobiasdiez,0.04
davidemdot,0.03
