dev,cosine_similarity
vpbhargav,0.53
steffinstanly,0.51
dimmonn,0.48
michel-kraemer,0.36
MisterM13,0.36
dependabot-preview[bot],0.3
siordache,0.29
UltimaBGD,0.29
illes,0.29
sfo,0.28
