dev,cosine_similarity
matthiasgeiger,0.63
stefan-kolb,0.6
tobiasdiez,0.59
koppor,0.54
Siedlerchr,0.44
davidemdot,0.28
calixtus,0.14
Ka0o0,0.14
mlep,0.12
b0n541,0.1
