dev,cosine_similarity
mlep,0.12
matthiasgeiger,0.07
Siedlerchr,0.05
stefan-kolb,0.05
koppor,0.05
calixtus,0.04
tobiasdiez,0.04
davidemdot,0.03
PointOfNilReturn,0
dependabot[bot],0
