dev,cosine_similarity
steffinstanly,0.61
MisterM13,0.43
carlg0ransson,0.41
dawidowoc,0.34
illes,0.34
mmihuu,0.34
sfo,0.33
Ka0o0,0.33
ms111ds,0.33
martinacat,0.33
