dev,cosine_similarity
mlep,0.13
stefan-kolb,0.06
matthiasgeiger,0.06
Siedlerchr,0.05
koppor,0.05
tobiasdiez,0.05
davidemdot,0.04
calixtus,0.03
PointOfNilReturn,0
dependabot[bot],0
