cobyism;5;20;4;10;14;3;14;17;122;35;4;2465;261;0.09195402298850575
leereilly;2;6;488;2227;497;0.008048289738430584
atmos;2722;1;1.0
cyjake;12;3;77;232;169;105;2603;599;0.011686143572621035
devnulled;2678;1;1.0
brntbeer;34;3;3;2;7;10;3;2;11;3;3;24;2;6;12;2;5;24;4;3;5;3;7;2;5;6;7;3;2;11;2;4;3;3;8;20;2;2;10;3;7;7;3;12;4;2;3;3;2;5;20;12;36;5;27;4;2218;458;0.19868995633187772
barrbrain;2671;1;1.0
virtualandy;11;17;127;2513;157;0.03184713375796178
jordanmccullough;109;2;5;5;2;3;4;7;10;3;2;4;7;6;3;3;4;2;9;3;2;2;5;6;6;7;7;4;2;10;4;2;7;5;3;4;5;9;4;2;3;2;5;6;3;7;4;7;2;12;3;2;3;2;2;2;2;2;2218;443;0.3227990970654628
pwaller;2657;1;1.0
bootstraponline;2657;1;1.0
johndbritton;23;106;35;2490;165;0.024242424242424242
bencevans;2654;1;1.0
tekkub;375;2270;376;0.005319148936170213
anaisbetts;2642;1;1.0
randomecho;18;3;5;4;7;4;3;4;9;3;3;9;12;9;5;10;8;37;9;6;4;25;2;11;44;4;17;5;2;2;3;12;8;5;15;4;4;18;3;11;13;2242;389;0.12853470437017994
jbaruch;2623;1;1.0
sjoerdvisscher;2617;1;1.0
holman;2567;1;1.0
wfarr;2540;1;1.0
robertd;2532;2;1.0
davelab6;2533;1;1.0
robinsloan;2531;1;1.0
tlberglund;2510;1;1.0
jroll;11;4;2;4;9;15;19;4;24;41;5;2367;142;0.1056338028169014
karthik;2507;1;1.0
pborreli;2505;1;1.0
dandenney;2505;1;1.0
benbalter;19;19;18;99;2347;156;0.03205128205128205
acusti;2500;1;1.0
shayfrendt;2500;1;1.0
aalbagarcia;2;2499;3;0.6666666666666666
alysonla;2496;1;1.0
deco81;2476;1;1.0
jasoncostello;6;2465;7;0.2857142857142857
devkmsg;2470;1;1.0
aspires;2461;1;1.0
ben;2458;1;1.0
githubteacher;14;5;169;45;2225;234;0.021367521367521368
PeterBell;34;19;171;2229;225;0.017777777777777778
lucatironi;2440;1;1.0
grdryn;2414;1;1.0
sbryant;2392;1;1.0
yaotti;2362;1;1.0
izuzak;2353;1;1.0
ndp;2352;1;1.0
pathawks;2339;1;1.0
danielribeiro;2307;1;1.0
gergelypolonkai;2305;1;1.0
afeld;6;58;9;2;2227;78;0.08974358974358974
mgriffin;2292;1;1.0
lornajane;2247;1;1.0
