gjtorikian;6;188;117;2;6;27;2;8;43;34;50;48;230;5;230;29;95;91;86;72;133;339;670;1844;0.013557483731019523
jasonrudolph;671;277;1555;951;0.005257623554153523
izuzak;2;26;124;2072;153;0.026143790849673203
jdennes;2192;1;1.0
georgicodes;11;2156;12;0.16666666666666666
bkeepers;45;1750;46;0.043478260869565216
nathos;33;22;3;3;510;297;825;870;0.009195402298850575
kylemacey;29;30;1602;60;0.05
jgkite;3;6;1490;10;0.3
joeyw;1487;1;1.0
jasonmassey;1414;1;1.0
jonico;76;25;13;4;35;109;233;624;161;34;6;1316;0.00911854103343465
azizshamim;2;35;61;100;26;15;175;3;3;7;190;147;43;98;42;68;170;49;1193;0.020955574182732608
kdaigle;1216;1;1.0
MikeRalphson;1214;1;1.0
stoe;661;73;475;736;0.005434782608695652
jbjonesjr;1202;1;1.0
cjs;4;566;624;571;0.005253940455341506
jbarnette;1142;1;1.0
jonatanblue;1095;1;1.0
marioidival;1062;1;1.0
tcbyrd;33;43;28;6;303;613;417;0.02158273381294964
jokram;1028;1;1.0
mzzmjd;5;4;221;792;231;0.017316017316017316
MikeNwin;1016;1;1.0
pravipati;6;1008;7;0.2857142857142857
poppin3000;1009;1;1.0
affrae;874;1;1.0
pholleran;5;825;7;0.42857142857142855
sfdye;828;1;1.0
glow-mdsol;792;1;1.0
iamdanfox;784;1;1.0
MrChrisW;670;1;1.0
allthedoll;630;1;1.0
sarahs;9;4;2;559;16;0.25
admiralAwkbar;555;1;1.0
IAmHughes;56;73;425;130;0.023076923076923078
BasThomas;552;1;1.0
snyk-bot;497;1;1.0
sijis;466;1;1.0
kaltepeter;446;2;1.0
schneiderl;369;1;1.0
michaelsainz;363;1;1.0
imjohnbo;225;1;1.0
gpadak;219;1;1.0
larsxschneider;3;2;3;5;88;39;3;65;145;0.06206896551724138
mlinksva;203;1;1.0
brianamarie;113;1;1.0
SvanBoxel;41;1;1.0
ppremk;35;2;1.0
