josh;229;58;2;23;18;2;13;6;35;6;27;353;170;110;927;968;1987;0.011575239053850024
trevorturk;12;66;73;46;29;61;22;75;387;25;2151;804;0.022388059701492536
asianmack;227;62;16;82;667;1896;1057;0.007568590350047304
jeremy;891;2007;892;0.002242152466367713
julia7662;3;86;21;2;48;2568;161;0.037267080745341616
shayfrendt;2700;1;1.0
cobyism;488;2176;489;0.00408997955010225
spraints;2663;1;1.0
skalnik;2646;1;1.0
lautis;68;2545;69;0.028985507246376812
rsenk330;2598;1;1.0
danthompson;4;2;2562;7;0.42857142857142855
rick;2529;1;1.0
tnm;2396;1;1.0
javan;4;5;75;2;232;4;28;1910;352;0.02556818181818182
eljhkrr;2174;1;1.0
robrix;2151;1;1.0
mislav;81;23;2;4;33;49;21;57;45;33;143;13;63;40;83;21;214;81;57;64;741;2;57;2;147;47;2089;0.018190521780756343
phoet;2022;1;1.0
aroben;1992;2;1.0
tricknotes;1913;1;1.0
elektronaut;1860;1;1.0
janko;1817;1;1.0
bkeepers;12;1640;13;0.15384615384615385
wearhere;1643;1;1.0
gavingmiller;1626;1;1.0
jeffmcneill;1563;1;1.0
VxJasonxV;1538;1;1.0
marconilanna;1441;1;1.0
mikeastock;1202;1;1.0
myxaluch;1147;1;1.0
skunkmb;4;1063;5;0.4
nicolasleger;737;1;1.0
MikeMcQuaid;698;1;1.0
koddsson;7;143;121;152;0.02631578947368421
ashmaroli;6;262;7;0.2857142857142857
jhawthorn;245;1;1.0
JuanitoFatas;121;1;1.0
