tmm1;15;5;4;2;2;2;6;24;43;2423;112;0.16071428571428573
wfarr;24;2504;25;0.08
nobu;2669;1;1.0
jamesgolick;2;2467;14;0.9285714285714286
haileys;3;19;32;42;2281;99;0.0707070707070707
bkeepers;2;1787;3;0.6666666666666666
