id;date;creator_login
2452589;2011-10-19 06:46:16;AlexanderWillner
402831;2010-09-12 22:07:38;aslakhellesoy
367281;2010-08-23 15:40:29;ntt
901871;2011-03-22 07:06:20;fredrike
5072901;2012-04-11 16:30:13;rrthomas
5072873;2012-04-11 16:29:01;rrthomas
2237412;2011-09-29 13:03:48;rrthomas
10220079;2012-11-09 09:42:39;AlexanderWillner
74810577;2015-02-18 04:35:35;tekkub
