t413;1259;1;1.0
koppor;5;21;3;31;59;42;40;22;12;3;88;6;75;81;52;2;71;306;229;32;62;1182;0.018612521150592216
mlep;11;3;109;12;84;1157;221;0.03167420814479638
matthiasgeiger;25;17;39;4;80;76;78;113;890;433;0.020785219399538105
mairdl;1254;1;1.0
Siedlerchr;11;98;65;92;50;3;71;16;143;3;4;140;70;111;4;2;2;31;101;919;0.022850924918389554
LinusDietz;20;8;21;15;6;7;80;124;159;7;141;69;93;24;104;31;880;0.019318181818181818
lenhard;210;700;211;0.009478672985781991
stefan-kolb;71;629;72;0.027777777777777776
tobiasdiez;189;133;190;0.010526315789473684
davidemdot;9;53;162;63;0.047619047619047616
sidhyatikku;89;1;1.0
