jspahrsummers;23;4;22;3;7;8;6;50;54;31;28;5;36;8;4;2;16;31;40;18;9;51;58;114;78;3;20;25;38;18;1825;817;0.04528763769889841
joshaber;24;3;14;7;3;132;24;4;6;93;43;20;6;51;158;198;1825;788;0.02284263959390863
Bigboybad;48;59;59;65;194;126;84;1926;637;0.0141287284144427
CodaFi;4;2460;5;0.4
zakdances;122;2299;124;0.024193548387096774
indragiek;2352;2;1.0
robb;4;16;753;1577;775;0.0064516129032258064
robrix;13;178;4;11;88;1842;295;0.020338983050847456
mdiep;7;2;3;2011;13;0.3076923076923077
alanjrogers;1577;1;1.0
