anaisbetts;46;53;74;161;531;2137;866;0.006928406466512702
aroben;65;136;2;2667;204;0.0196078431372549
gajdaw;2758;1;1.0
crdx;210;2440;211;0.009478672985781991
mayuki;2557;1;1.0
niik;7;2525;9;0.3333333333333333
michelemottini;2138;1;1.0
ShadowWolf;1947;1;1.0
haacked;2;25;1538;29;0.13793103448275862
shiftkey;1361;177;1362;0.0014684287812041115
kshithijiyer;181;1;1.0
