dev,cosine_similarity
carlg0ransson,0.18
deisi,0.15
ageofadz,0.13
calixtus,0.1
stefan-kolb,0.09
koppor,0.09
rodps,0.09
matthiasgeiger,0.08
dawidowoc,0.08
mmihuu,0.08
