dev,cosine_similarity
victorjof,0.61
VMichelan,0.6
davidemdot,0.06
stefan-kolb,0.05
koppor,0.04
Siedlerchr,0.03
matthiasgeiger,0.03
tobiasdiez,0.03
PointOfNilReturn,0
dependabot[bot],0
